time,total_sum,ratio
04:00:00,1005,0.0019900497512437
05:00:00,1311,0.0045766590389016
06:00:00,1818,0.0066006600660066
07:00:00,2429,0.0061753808151502
08:00:00,2933,0.0064780088646437
09:00:00,3563,0.0103845074375526
10:00:00,3663,0.009009009009009
11:00:00,3438,0.008435136707388
12:00:00,3469,0.005477082732776
13:00:00,3999,0.0075018754688672
14:00:00,4474,0.0078229772016092
15:00:00,4345,0.0073647871116225
16:00:00,4309,0.0067300997911348
17:00:00,4024,0.0084493041749502
18:00:00,3541,0.0084721829991527
19:00:00,2905,0.0089500860585197
20:00:00,2720,0.0095588235294117
21:00:00,2403,0.0087390761548064
22:00:00,2035,0.0054054054054054
23:00:00,1694,0.0064935064935064
00:00:00,1498,0.007343124165554
01:00:00,1257,0.0071599045346062
02:00:00,1051,0.0019029495718363
03:00:00,973,0.0030832476875642
04:00:00,1052,0.0028517110266159
05:00:00,1344,0.0044642857142857
06:00:00,1836,0.0059912854030501
07:00:00,2501,0.0051979208316673
08:00:00,3040,0.0072368421052631
09:00:00,3539,0.0093246679853065
10:00:00,3718,0.0069930069930069
11:00:00,3636,0.0093509350935093
12:00:00,3619,0.0093948604586902
13:00:00,4454,0.0078581050740907
14:00:00,4943,0.0072830265021242
15:00:00,4732,0.0095097210481825
16:00:00,4911,0.0083486051720627
17:00:00,4514,0.0128489144882587
18:00:00,3415,0.0111273792093704
19:00:00,2555,0.0125244618395303
20:00:00,1946,0.013874614594039
21:00:00,1882,0.0116896918172157
22:00:00,1588,0.010705289672544
23:00:00,837,0.015531660692951
00:00:00,1573,0.0127145581691036
01:00:00,1284,0.0062305295950155
02:00:00,1129,0.0044286979627989
03:00:00,963,0.0051921079958463
04:00:00,988,0.0040485829959514
05:00:00,1403,0.0078403421240199
06:00:00,2065,0.0145278450363196
07:00:00,2785,0.0143626570915619
08:00:00,3232,0.0216584158415841
09:00:00,3955,0.0247787610619469
10:00:00,4455,0.0206509539842873
11:00:00,4306,0.0164886205294937
12:00:00,4084,0.0203232125367286
13:00:00,4621,0.0160138498160571
14:00:00,4990,0.0176352705410821
15:00:00,5001,0.0167966406718656
16:00:00,4463,0.0212861304055568
17:00:00,4345,0.0200230149597238
18:00:00,3517,0.0201876599374466
19:00:00,3043,0.0187315149523496
20:00:00,2691,0.0126347082868822
21:00:00,2510,0.0163346613545816
22:00:00,2135,0.0192037470725995
23:00:00,1673,0.0137477585176329
00:00:00,1442,0.0062413314840499
01:00:00,1175,0.0059574468085106
02:00:00,1078,0.0037105751391465
03:00:00,1006,0.0089463220675944
04:00:00,954,0.0125786163522012
05:00:00,1241,0.0153102336825141
06:00:00,1742,0.0114810562571756
07:00:00,2278,0.0153643546971027
08:00:00,3003,0.0169830169830169
09:00:00,3746,0.0229578216764548
10:00:00,4081,0.0188679245283018
11:00:00,3955,0.0194690265486725
12:00:00,3903,0.0194722008711247
13:00:00,4442,0.0200360198108959
14:00:00,4899,0.0185752194325372
15:00:00,4720,0.0188559322033898
16:00:00,4506,0.0188637372392365
17:00:00,4189,0.0186201957507758
18:00:00,3520,0.0150568181818181
19:00:00,2935,0.0146507666098807
20:00:00,2697,0.0129773822766036
21:00:00,2349,0.0161770966368667
22:00:00,2133,0.0126582278481012
23:00:00,1788,0.0139821029082774
00:00:00,1453,0.0178940123881624
01:00:00,1242,0.0088566827697262
02:00:00,1102,0.0045372050816696
03:00:00,919,0.0087051142546245
04:00:00,1062,0.0084745762711864
05:00:00,1346,0.0148588410104011
06:00:00,1899,0.0184307530279094
07:00:00,2532,0.0165876777251184
08:00:00,3300,0.0248484848484848
09:00:00,3975,0.0244025157232704
10:00:00,4113,0.023826890347678
11:00:00,3490,0.0243553008595988
12:00:00,3721,0.0217683418435904
13:00:00,4780,0.0156903765690376
14:00:00,4715,0.0203605514316012
15:00:00,4832,0.0209023178807947
16:00:00,5021,0.0215096594303923
17:00:00,4361,0.0220132997019032
18:00:00,3854,0.0241307732226258
19:00:00,3238,0.0231624459542927
20:00:00,2948,0.0135685210312075
21:00:00,2878,0.0156358582348853
22:00:00,2348,0.0132027257240204
23:00:00,1989,0.0110608345902463
00:00:00,1676,0.0041766109785202
01:00:00,1435,0.0034843205574912
02:00:00,1187,0.004212299915754
03:00:00,1053,0.0047483380816714
04:00:00,1149,0.0026109660574412
05:00:00,1482,0.0020242914979757
06:00:00,2062,0.005819592628516
07:00:00,2685,0.008193668528864
08:00:00,3216,0.0093283582089552
09:00:00,3702,0.0105348460291734
10:00:00,3772,0.006627783669141
11:00:00,3685,0.0081411126187245
12:00:00,3944,0.0081135902636916
13:00:00,4719,0.0050858232676414
14:00:00,5041,0.0081333068835548
15:00:00,4737,0.0056998100063331
16:00:00,4367,0.0091596061369361
17:00:00,4563,0.0076703922857769
18:00:00,3991,0.0220496116261588
19:00:00,3167,0.0179981054625828
20:00:00,2873,0.0215802297250261
21:00:00,2554,0.018794048551292
22:00:00,2253,0.014647137150466
23:00:00,1890,0.0148148148148148
00:00:00,1579,0.0107663077897403
01:00:00,1305,0.0122605363984674
02:00:00,1135,0.0070484581497797
03:00:00,1003,0.0049850448654037
04:00:00,1146,0.0052356020942408
05:00:00,1451,0.008959338387319
06:00:00,1899,0.0189573459715639
07:00:00,2596,0.0173343605546995
08:00:00,3299,0.0272809942406789
09:00:00,3910,0.0265984654731457
10:00:00,4080,0.0237745098039215
11:00:00,4124,0.0198836081474296
12:00:00,4174,0.0201245807379012
13:00:00,4737,0.0185771585391598
14:00:00,5100,0.0184313725490196
15:00:00,5273,0.0199127631329414
16:00:00,4926,0.0243605359317904
17:00:00,5282,0.0272624006058311
18:00:00,4375,0.0285714285714285
19:00:00,3916,0.0242594484167517
20:00:00,3706,0.0237452779276848
21:00:00,3436,0.0189173457508731
22:00:00,3028,0.0191545574636723
23:00:00,2377,0.0176693310896087
00:00:00,1599,0.0131332082551594
01:00:00,1273,0.0109976433621366
02:00:00,1082,0.0046210720887245
03:00:00,937,0.0085378868729989
04:00:00,1061,0.004712535344015
05:00:00,1500,0.0133333333333333
06:00:00,2136,0.0196629213483146
07:00:00,2684,0.0212369597615499
08:00:00,3184,0.0257537688442211
09:00:00,3591,0.0253411306042884
10:00:00,3928,0.0190936863543788
11:00:00,3873,0.0172992512264394
12:00:00,3845,0.0195058517555266
13:00:00,4246,0.0183702308054639
14:00:00,4777,0.0198869583420556
15:00:00,4926,0.0174583840844498
16:00:00,4186,0.0179168657429527
17:00:00,4547,0.0215526720914888
18:00:00,3511,0.0207917972087724
19:00:00,2930,0.0204778156996587
20:00:00,2611,0.0183837610111068
21:00:00,2427,0.0218376596621343
22:00:00,2082,0.0182516810758885
23:00:00,1760,0.0210227272727272
00:00:00,1443,0.0076230076230076
01:00:00,1244,0.0080385852090032
02:00:00,1014,0.0069033530571992
03:00:00,879,0.005688282138794
04:00:00,924,0.0054112554112554
05:00:00,1319,0.0053070507960576
06:00:00,1770,0.0129943502824858
07:00:00,2344,0.0196245733788395
08:00:00,2967,0.020896528479946
09:00:00,3514,0.0293113261240751
10:00:00,3794,0.0266209804955192
11:00:00,3635,0.0222833562585969
12:00:00,3794,0.0166051660516605
13:00:00,4395,0.0166097838452787
14:00:00,4744,0.0200252951096121
15:00:00,4618,0.0199220441749675
16:00:00,4455,0.0210998877665544
17:00:00,4023,0.0241113596818294
18:00:00,3376,0.0216232227488151
19:00:00,2915,0.0202401372212692
20:00:00,2618,0.0118411000763941
21:00:00,2629,0.0148345378470901
22:00:00,2193,0.0168718650250798
23:00:00,1759,0.0119386014781125
00:00:00,1553,0.0064391500321957
01:00:00,1295,0.0123552123552123
02:00:00,1142,0.0052539404553415
03:00:00,1024,0.0107421875
04:00:00,899,0.0100111234705228
05:00:00,1348,0.0103857566765578
06:00:00,1753,0.0136908157444381
07:00:00,2387,0.0209467951403435
08:00:00,3031,0.0204552952820851
09:00:00,3466,0.0265435660703981
10:00:00,4016,0.0216633466135458
11:00:00,3834,0.0213875847678664
12:00:00,3605,0.0149791955617198
13:00:00,4235,0.0229043683589138
14:00:00,4701,0.0236119974473516
15:00:00,4727,0.0175587053099217
16:00:00,4626,0.0157803718115002
17:00:00,4162,0.0213839500240269
18:00:00,3395,0.019440353460972
19:00:00,2652,0.0173453996983408
20:00:00,2612,0.0153139356814701
21:00:00,2401,0.012911286963765
22:00:00,2115,0.0156028368794326
23:00:00,1807,0.0116214720531267
00:00:00,1580,0.0082278481012658
01:00:00,1260,0.0063492063492063
02:00:00,1077,0.0092850510677808
03:00:00,994,0.0040241448692152
04:00:00,1058,0.0037807183364839
05:00:00,1265,0.0079051383399209
06:00:00,1761,0.0119250425894378
07:00:00,2394,0.018796992481203
08:00:00,2864,0.0174581005586592
09:00:00,3322,0.0234798314268512
10:00:00,3524,0.0212826333711691
11:00:00,3636,0.0214521452145214
12:00:00,3630,0.0192837465564738
13:00:00,4600,0.0154347826086956
14:00:00,4664,0.0152229845626072
15:00:00,4743,0.0202403542061986
16:00:00,4410,0.0201814058956916
17:00:00,4096,0.0205078125
18:00:00,3327,0.0231439735497445
19:00:00,2904,0.0182506887052341
20:00:00,2625,0.0121904761904761
21:00:00,2337,0.0192554557124518
22:00:00,2221,0.0180099054479963
23:00:00,1782,0.0134680134680134
00:00:00,1488,0.0073924731182795
01:00:00,1365,0.0087912087912087
02:00:00,1070,0.0065420560747663
03:00:00,1009,0.0039643211100099
04:00:00,1011,0.0089020771513353
05:00:00,1312,0.0121951219512195
06:00:00,1782,0.0145903479236812
07:00:00,2370,0.0210970464135021
08:00:00,3000,0.026
09:00:00,3548,0.0231116121758737
10:00:00,3926,0.0229240957717778
11:00:00,3835,0.020599739243807
12:00:00,3860,0.0202072538860103
13:00:00,4700,0.0182978723404255
14:00:00,5093,0.0178676614961712
15:00:00,4435,0.0218714768883878
16:00:00,5144,0.0241057542768273
17:00:00,5301,0.0207508017355216
18:00:00,4191,0.0272011453113815
19:00:00,3610,0.020775623268698
20:00:00,3370,0.0201780415430267
21:00:00,3064,0.0163185378590078
22:00:00,2820,0.0134751773049645
23:00:00,2198,0.010919017288444
00:00:00,1565,0.0083067092651757
01:00:00,1264,0.0102848101265822
02:00:00,1105,0.0063348416289592
03:00:00,981,0.0091743119266055
04:00:00,1084,0.0046125461254612
05:00:00,1308,0.0076452599388379
06:00:00,1929,0.0181441161223431
07:00:00,2668,0.0217391304347826
08:00:00,3150,0.0288888888888888
09:00:00,3827,0.0271753331591324
10:00:00,4045,0.0281829419035846
11:00:00,3989,0.0195537728754073
12:00:00,3966,0.0153807362581946
13:00:00,4592,0.0187282229965156
14:00:00,4666,0.0190741534504929
15:00:00,4992,0.0182291666666666
16:00:00,4671,0.0211946050096339
17:00:00,4260,0.0211267605633802
18:00:00,3737,0.0179288199090179
19:00:00,3040,0.019078947368421
20:00:00,2665,0.0180112570356472
21:00:00,2450,0.0146938775510204
22:00:00,2191,0.0136923779096303
23:00:00,1866,0.0155412647374062
00:00:00,1463,0.0157211209842788
01:00:00,1289,0.0124127230411171
02:00:00,1126,0.0035523978685612
03:00:00,965,0.0082901554404145
04:00:00,1081,0.0120259019426456
05:00:00,1347,0.0037119524870081
06:00:00,1799,0.0144524735964424
07:00:00,2339,0.0213766566908935
08:00:00,2970,0.0188552188552188
09:00:00,3545,0.0321579689703808
10:00:00,3915,0.0240102171136653
11:00:00,3811,0.0194174757281553
12:00:00,3690,0.0279132791327913
13:00:00,4300,0.0193023255813953
14:00:00,4714,0.020364870598218
15:00:00,4898,0.0153123723968966
16:00:00,4494,0.0186915887850467
17:00:00,4224,0.0222537878787878
18:00:00,3600,0.0247222222222222
19:00:00,2996,0.0196929238985313
20:00:00,2687,0.0174916263490882
21:00:00,2454,0.0187449062754686
22:00:00,2105,0.0147268408551068
23:00:00,1762,0.0175936435868331
00:00:00,1453,0.0103234686854783
01:00:00,1299,0.0046189376443418
02:00:00,1078,0.0092764378478664
03:00:00,963,0.0093457943925233
04:00:00,1094,0.0054844606946983
05:00:00,1259,0.0103256552819698
06:00:00,1820,0.0164835164835164
07:00:00,2420,0.0173553719008264
08:00:00,2774,0.0216294160057678
09:00:00,3516,0.0344141069397042
10:00:00,3520,0.0267045454545454
11:00:00,3537,0.0214871359909527
12:00:00,3626,0.0170987313844456
13:00:00,4424,0.0196654611211573
14:00:00,4665,0.0212218649517684
15:00:00,4536,0.0198412698412698
16:00:00,4588,0.021795989537925
17:00:00,4204,0.0195052331113225
18:00:00,3364,0.0205112960760998
19:00:00,2934,0.0160190865712338
20:00:00,2569,0.0159595173219151
21:00:00,2290,0.0200873362445414
22:00:00,2061,0.0140708393983503
23:00:00,1720,0.0093023255813953
00:00:00,1356,0.0117994100294985
01:00:00,1301,0.0069177555726364
02:00:00,1113,0.0080862533692722
03:00:00,970,0.0103092783505154
04:00:00,1073,0.0074557315936626
05:00:00,1317,0.0151860288534548
06:00:00,1742,0.0154994259471871
07:00:00,2339,0.0218041898247114
08:00:00,2861,0.0213212163579168
09:00:00,3443,0.0188788846935811
10:00:00,3469,0.0256558085903718
11:00:00,3607,0.0196839478791239
12:00:00,3421,0.0204618532592809
13:00:00,4131,0.0174291938997821
14:00:00,4523,0.019456113199204
15:00:00,4420,0.0223981900452488
16:00:00,4273,0.0208284577580154
17:00:00,3914,0.0240163515585079
18:00:00,3347,0.023603226770242
19:00:00,2914,0.018188057652711
20:00:00,2600,0.0203846153846153
21:00:00,2380,0.0134453781512605
22:00:00,2060,0.016504854368932
23:00:00,1668,0.0113908872901678
00:00:00,1524,0.0137795275590551
01:00:00,1253,0.0079808459696727
02:00:00,1116,0.0116487455197132
03:00:00,1038,0.0048169556840077
04:00:00,1072,0.0065298507462686
05:00:00,1366,0.0087847730600292
06:00:00,1758,0.015358361774744
07:00:00,2324,0.0219449225473321
08:00:00,2813,0.0191965872733736
09:00:00,3336,0.0209832134292565
10:00:00,3566,0.0235558048233314
11:00:00,3576,0.0212527964205816
12:00:00,3849,0.0161080800207846
13:00:00,4406,0.020426690876078
14:00:00,4946,0.0198139911039223
15:00:00,4659,0.0201760034342133
16:00:00,4317,0.0194579569145239
17:00:00,4766,0.027066722618548
18:00:00,4467,0.0257443474367584
19:00:00,3651,0.0241029854834291
20:00:00,3189,0.0219504546879899
21:00:00,2921,0.0212256076686066
22:00:00,2484,0.0173107890499194
23:00:00,2001,0.015992003998001
00:00:00,1683,0.011883541295306
